127.0.0.1 - - [09/Dec/2021:14:10:56 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:31:35 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:31:51 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:31:54 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:32:00 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 1721
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:33:03 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 1754
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:35:05 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 1900
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:39:15 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 1931
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:41:16 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 1957
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:41:44 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 2014
0:0:0:0:0:0:0:1 - - [09/Dec/2021:17:47:55 +0900] "GET /JspStudy/js1/test14.html HTTP/1.1" 200 2996
